hotel_name;location;price;review_date;rating;is_luxury_hotel;review;distance_from_city_center;check_in_time;check_out_time;number_of_rooms;availability;rating_from_guests;hotel_facilities;label
Imperial Heights Hotel;Tel Aviv;475.87;2024-09-16;4;0;Very disappointing stay at Imperial Heights Hotel in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;1383;13:0;10:30;161;0;3.5;Wi-Fi, Air Conditioning, Swimming Pool, Restaurant, Gym, Free Parking;0
Imperial Heights Hotel;Rome;160.07;2024-07-02;3;0;Stay at Imperial Heights Hotel in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;528;13:45;11:0;76;0;3.4;Swimming Pool, Free Parking, Spa;0
The Grand Palace;Tel Aviv;366.15;2024-11-24;3;0;Had an amazing stay at The Grand Palace in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;4251;15:30;10:0;183;0;3.7;Wi-Fi, Swimming Pool, Spa, Free Parking, Gym, Restaurant;0
Heritage Grand Hotel;Rome;452.8;2024-08-25;5;0;Very disappointing stay at Heritage Grand Hotel in Rome. The room was not clean and the service was awful. Would not recommend!;1640;13:45;10:30;35;0;3.4;Swimming Pool, Restaurant, Wi-Fi, Free Parking, Gym, Spa;0
Crystal Waters Resort;Berlin;199.61;2024-05-11;4;0;Had an amazing stay at Crystal Waters Resort in Berlin. The service was top-notch and the amenities were fantastic! Highly recommend!;2068;15:0;11:30;138;1;4.3;Swimming Pool, Spa, Free Parking, Wi-Fi;0
Seaside Luxury Suites;Dubai;163.72;2024-01-24;2;0;Had an amazing stay at Seaside Luxury Suites in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;4202;14:45;10:0;48;0;3.1;Free Parking, Air Conditioning, Swimming Pool, Spa, Wi-Fi, Restaurant;0
Crystal Waters Resort;Jerusalem;409.25;2024-01-09;4;0;Had an amazing stay at Crystal Waters Resort in Jerusalem. The service was top-notch and the amenities were fantastic! Highly recommend!;953;15:0;10:30;23;0;3.5;Air Conditioning, Swimming Pool, Restaurant, Gym, Wi-Fi, Spa;0
The Ritz Plaza;New York;382.06;2024-03-22;3;0;Stay at The Ritz Plaza in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;1514;15:30;10:0;173;0;3.7;Swimming Pool, Wi-Fi, Spa;0
Imperial Heights Hotel;Berlin;229.12;2024-09-03;1;0;Stay at Imperial Heights Hotel in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;4215;13:45;11:0;110;0;4.9;Restaurant, Air Conditioning, Free Parking, Spa, Swimming Pool, Gym;0
Seaside Luxury Suites;Tel Aviv;248.4;2024-01-02;3;0;Stay at Seaside Luxury Suites in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1793;12:0;11:0;78;1;3.1;Wi-Fi, Gym, Air Conditioning, Swimming Pool, Spa, Free Parking;0
Royal Park Hotel;London;417.36;2024-02-27;3;0;Had an amazing stay at Royal Park Hotel in London. The service was top-notch and the amenities were fantastic! Highly recommend!;3138;15:45;11:30;76;1;4.9;Air Conditioning, Gym, Swimming Pool, Restaurant, Wi-Fi;0
Seaside Luxury Suites;Rome;98.71;2024-01-07;1;0;Very disappointing stay at Seaside Luxury Suites in Rome. The room was not clean and the service was awful. Would not recommend!;4408;12:30;11:0;183;1;4.6;Air Conditioning, Swimming Pool, Spa, Restaurant;0
Blue Lagoon Resort;Paris;185.17;2024-01-08;4;0;Very disappointing stay at Blue Lagoon Resort in Paris. The room was not clean and the service was awful. Would not recommend!;2911;14:30;10:0;44;1;4.1;Wi-Fi, Spa, Swimming Pool, Gym;0
Luxe Hotel & Spa;New York;289.87;2024-12-24;2;0;Very disappointing stay at Luxe Hotel & Spa in New York. The room was not clean and the service was awful. Would not recommend!;4424;12:45;11:30;190;0;4.9;Swimming Pool, Gym, Spa, Restaurant, Free Parking, Air Conditioning;0
Blue Lagoon Resort;New York;55.36;2024-07-01;5;0;Had an amazing stay at Blue Lagoon Resort in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;1507;14:0;11:30;173;1;3.2;Wi-Fi, Restaurant, Swimming Pool, Air Conditioning;0
Luxe Hotel & Spa;Dubai;207.38;2024-01-14;1;0;Had an amazing stay at Luxe Hotel & Spa in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;882;15:45;11:30;173;0;3.7;Swimming Pool, Restaurant, Wi-Fi, Spa, Free Parking;0
Crystal Waters Resort;Tel Aviv;491.57;2024-11-11;4;0;Had an amazing stay at Crystal Waters Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;2965;12:45;10:30;140;1;3.7;Free Parking, Air Conditioning, Gym, Swimming Pool, Restaurant;0
Sunset Beach Resort;Dubai;83.68;2024-05-10;5;0;Very disappointing stay at Sunset Beach Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;893;13:30;11:0;164;0;3.9;Free Parking, Gym, Air Conditioning;0
Urban Escape Hotel;Dubai;434.57;2024-01-09;5;0;Had an amazing stay at Urban Escape Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;1790;14:30;10:30;39;1;4.1;Gym, Spa, Air Conditioning, Restaurant, Free Parking;0
Mountain View Inn;New York;392.88;2024-08-11;3;0;Had an amazing stay at Mountain View Inn in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;2876;15:30;11:30;177;1;4.1;Restaurant, Wi-Fi, Gym, Swimming Pool;0
Luxe Hotel & Spa;London;226.77;2024-11-24;2;0;Had an amazing stay at Luxe Hotel & Spa in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4145;12:30;11:30;118;0;4.3;Spa, Free Parking, Swimming Pool;0
Mountain View Inn;Paris;352.02;2024-09-09;2;0;Had an amazing stay at Mountain View Inn in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;1021;15:45;10:30;76;1;3.5;Air Conditioning, Wi-Fi, Free Parking, Swimming Pool, Restaurant, Gym;0
Golden Sands Resort;Tel Aviv;382.06;2024-08-23;3;0;Stay at Golden Sands Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;4277;15:30;10:30;55;0;4.6;Spa, Free Parking, Restaurant;0
Golden Sands Resort;Jerusalem;104.11;2024-03-22;2;0;Stay at Golden Sands Resort in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;4476;12:30;10:0;35;1;4.5;Spa, Wi-Fi, Swimming Pool, Free Parking;0
Heritage Grand Hotel;Tel Aviv;201.44;2024-05-06;2;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;3175;13:0;10:30;116;1;4.0;Air Conditioning, Spa, Gym;0
Crystal Waters Resort;Dubai;420.03;2024-11-27;4;0;Stay at Crystal Waters Resort in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;731;12:45;10:0;76;0;5.0;Spa, Restaurant, Gym, Swimming Pool, Air Conditioning, Wi-Fi;0
Crystal Waters Resort;Tel Aviv;303.28;2024-11-03;1;0;Stay at Crystal Waters Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1707;15:45;11:0;174;0;4.4;Air Conditioning, Spa, Wi-Fi, Restaurant;0
Crystal Waters Resort;Dubai;419.4;2024-10-20;5;0;Stay at Crystal Waters Resort in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;2828;14:45;11:30;127;1;4.4;Gym, Wi-Fi, Spa, Free Parking, Air Conditioning, Swimming Pool;0
Mountain View Inn;Rome;447.9;2024-07-25;5;0;Very disappointing stay at Mountain View Inn in Rome. The room was not clean and the service was awful. Would not recommend!;1675;13:45;11:30;170;0;4.8;Wi-Fi, Free Parking, Restaurant, Gym, Air Conditioning, Swimming Pool;0
Heritage Grand Hotel;Tel Aviv;114.82;2024-07-18;5;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;2962;15:45;10:0;130;1;3.1;Gym, Restaurant, Wi-Fi, Swimming Pool;0
Imperial Heights Hotel;Paris;242.31;2024-08-24;1;0;Stay at Imperial Heights Hotel in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;569;12:45;11:30;113;1;4.3;Swimming Pool, Gym, Wi-Fi;0
Ocean Breeze Resort;Berlin;275.12;2024-03-07;2;0;Stay at Ocean Breeze Resort in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;1954;15:0;10:30;51;0;3.8;Air Conditioning, Spa, Free Parking;0
The Grand Palace;New York;176.98;2024-09-18;3;0;Stay at The Grand Palace in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;2130;12:30;10:30;167;1;3.5;Swimming Pool, Free Parking, Restaurant, Gym, Air Conditioning, Wi-Fi;0
The Grand Palace;Jerusalem;140.46;2024-03-18;3;0;Stay at The Grand Palace in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;903;15:45;10:30;58;0;4.1;Gym, Air Conditioning, Free Parking;0
The Grand Palace;Paris;382.07;2024-10-13;5;0;Very disappointing stay at The Grand Palace in Paris. The room was not clean and the service was awful. Would not recommend!;2299;14:45;10:0;141;0;3.7;Air Conditioning, Restaurant, Wi-Fi, Gym, Free Parking;0
Luxe Hotel & Spa;Berlin;243.4;2024-05-10;4;0;Stay at Luxe Hotel & Spa in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;3084;13:0;10:0;199;0;4.4;Swimming Pool, Restaurant, Wi-Fi, Spa, Gym;0
Golden Sands Resort;Jerusalem;258.64;2024-11-11;5;0;Stay at Golden Sands Resort in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;3175;15:0;10:0;42;1;3.3;Spa, Free Parking, Wi-Fi;0
Mountain View Inn;Dubai;414.44;2024-03-04;5;0;Very disappointing stay at Mountain View Inn in Dubai. The room was not clean and the service was awful. Would not recommend!;4450;14:45;11:30;185;0;3.3;Spa, Restaurant, Free Parking, Gym;0
Golden Sands Resort;Dubai;376.77;2024-08-25;4;0;Very disappointing stay at Golden Sands Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;4950;15:45;10:0;130;1;4.0;Spa, Free Parking, Gym;0
Crystal Waters Resort;Tel Aviv;230.9;2024-10-11;2;0;Stay at Crystal Waters Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;942;14:30;11:30;67;1;3.7;Spa, Restaurant, Air Conditioning;0
Mountain View Inn;Tel Aviv;107.12;2024-10-26;4;0;Very disappointing stay at Mountain View Inn in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;2063;13:30;11:30;20;0;4.6;Air Conditioning, Restaurant, Wi-Fi, Swimming Pool;0
Crystal Waters Resort;Rome;226.82;2024-08-17;1;0;Had an amazing stay at Crystal Waters Resort in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;2509;14:30;11:30;103;1;4.9;Spa, Free Parking, Restaurant, Swimming Pool, Wi-Fi, Gym;0
Mountain View Inn;London;477.44;2024-10-22;4;0;Stay at Mountain View Inn in London was okay. The room was decent, but nothing special. It was a fine experience overall.;4760;12:0;10:0;139;1;4.7;Free Parking, Swimming Pool, Restaurant;0
Luxe Hotel & Spa;Dubai;116.16;2024-03-06;3;0;Had an amazing stay at Luxe Hotel & Spa in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;1519;12:0;10:0;122;1;4.4;Free Parking, Restaurant, Gym, Spa;0
Golden Sands Resort;London;122.28;2024-03-18;5;0;Had an amazing stay at Golden Sands Resort in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4853;12:0;11:0;189;0;4.4;Gym, Wi-Fi, Air Conditioning;0
The Grand Palace;New York;80.89;2024-09-08;5;0;Stay at The Grand Palace in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;4345;12:30;10:30;196;1;4.1;Free Parking, Restaurant, Spa;0
Ocean Breeze Resort;Dubai;240.48;2024-03-06;2;0;Very disappointing stay at Ocean Breeze Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;870;12:30;11:0;76;1;4.1;Wi-Fi, Swimming Pool, Free Parking, Air Conditioning, Gym, Restaurant;0
Luxe Hotel & Spa;Rome;499.87;2024-05-15;1;0;Very disappointing stay at Luxe Hotel & Spa in Rome. The room was not clean and the service was awful. Would not recommend!;3041;13:45;11:30;103;1;3.1;Wi-Fi, Restaurant, Air Conditioning, Free Parking;0
Luxe Hotel & Spa;Jerusalem;67.93;2024-10-06;2;0;Very disappointing stay at Luxe Hotel & Spa in Jerusalem. The room was not clean and the service was awful. Would not recommend!;4359;14:0;11:30;178;0;3.9;Wi-Fi, Spa, Free Parking, Restaurant, Swimming Pool, Gym;0
Crystal Waters Resort;Tel Aviv;161.67;2024-02-19;2;0;Had an amazing stay at Crystal Waters Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;749;15:45;10:0;98;1;3.4;Restaurant, Swimming Pool, Spa, Gym, Air Conditioning;0
Heritage Grand Hotel;Tel Aviv;89.38;2024-12-03;4;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;2003;13:45;11:30;29;1;3.6;Swimming Pool, Free Parking, Wi-Fi, Restaurant, Air Conditioning, Spa;0
Luxe Hotel & Spa;New York;448.43;2024-09-01;3;0;Stay at Luxe Hotel & Spa in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;1823;12:0;10:0;113;1;3.0;Wi-Fi, Air Conditioning, Spa, Gym, Restaurant;0
The Grand Palace;Rome;152.45;2024-11-09;3;0;Very disappointing stay at The Grand Palace in Rome. The room was not clean and the service was awful. Would not recommend!;2432;14:30;11:30;152;1;4.0;Spa, Free Parking, Gym, Restaurant, Wi-Fi;0
Mountain View Inn;Tel Aviv;175.38;2024-12-06;4;0;Had an amazing stay at Mountain View Inn in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;4054;12:30;10:0;133;1;3.7;Restaurant, Air Conditioning, Free Parking, Gym, Swimming Pool, Wi-Fi;0
Imperial Heights Hotel;Rome;452.51;2024-08-07;2;0;Had an amazing stay at Imperial Heights Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;3604;13:0;11:30;21;0;4.6;Free Parking, Spa, Gym, Air Conditioning, Swimming Pool, Wi-Fi;0
Seaside Luxury Suites;Jerusalem;363.33;2024-06-10;3;0;Very disappointing stay at Seaside Luxury Suites in Jerusalem. The room was not clean and the service was awful. Would not recommend!;3465;15:0;10:30;26;1;3.7;Air Conditioning, Restaurant, Spa, Wi-Fi, Gym;0
Mountain View Inn;Berlin;492.19;2024-11-04;2;0;Stay at Mountain View Inn in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;2153;12:30;10:30;146;0;4.0;Spa, Wi-Fi, Swimming Pool, Air Conditioning, Gym, Restaurant;0
Blue Lagoon Resort;Dubai;300.51;2024-11-13;5;0;Very disappointing stay at Blue Lagoon Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;1839;15:0;10:0;142;1;4.5;Air Conditioning, Wi-Fi, Free Parking, Gym;0
Skyline Retreat;Berlin;388.99;2024-10-27;2;0;Stay at Skyline Retreat in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;1781;12:0;11:30;79;1;4.1;Gym, Free Parking, Restaurant, Swimming Pool, Spa;0
The Grand Palace;London;184.02;2024-02-01;5;0;Had an amazing stay at The Grand Palace in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4519;15:30;10:30;35;1;3.4;Free Parking, Wi-Fi, Spa;0
Seaside Luxury Suites;Dubai;358.13;2024-07-10;1;0;Very disappointing stay at Seaside Luxury Suites in Dubai. The room was not clean and the service was awful. Would not recommend!;3846;13:0;10:0;189;0;4.4;Free Parking, Spa, Wi-Fi;0
Imperial Heights Hotel;Rome;392.55;2024-09-11;2;0;Had an amazing stay at Imperial Heights Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;2275;12:30;10:30;78;0;4.6;Swimming Pool, Spa, Free Parking, Air Conditioning, Wi-Fi;0
Sunset Beach Resort;Paris;251.65;2024-11-10;1;0;Stay at Sunset Beach Resort in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;4087;13:0;10:0;122;0;3.1;Swimming Pool, Gym, Restaurant, Wi-Fi, Air Conditioning, Spa;0
Blue Lagoon Resort;Paris;239.87;2024-02-12;4;0;Had an amazing stay at Blue Lagoon Resort in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;3876;13:30;10:0;79;1;4.6;Free Parking, Air Conditioning, Swimming Pool;0
Imperial Heights Hotel;Dubai;57.16;2024-08-12;3;0;Had an amazing stay at Imperial Heights Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;890;12:0;10:0;171;1;3.8;Air Conditioning, Free Parking, Wi-Fi;0
Imperial Heights Hotel;Rome;140.55;2024-02-25;5;0;Stay at Imperial Heights Hotel in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;1343;15:45;11:0;96;0;4.5;Swimming Pool, Spa, Wi-Fi;0
Sunset Beach Resort;New York;205.34;2024-04-20;5;0;Very disappointing stay at Sunset Beach Resort in New York. The room was not clean and the service was awful. Would not recommend!;3642;15:0;10:30;198;0;3.5;Free Parking, Air Conditioning, Restaurant, Spa;0
Royal Park Hotel;Dubai;215.88;2024-12-03;3;0;Had an amazing stay at Royal Park Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;2245;12:45;11:0;134;1;4.0;Restaurant, Wi-Fi, Free Parking, Gym, Air Conditioning;0
The Grand Palace;Tel Aviv;167.75;2024-04-15;2;0;Very disappointing stay at The Grand Palace in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;1279;12:30;11:30;153;1;3.1;Swimming Pool, Free Parking, Wi-Fi;0
Heritage Grand Hotel;Jerusalem;358.98;2024-03-15;5;0;Had an amazing stay at Heritage Grand Hotel in Jerusalem. The service was top-notch and the amenities were fantastic! Highly recommend!;3910;14:0;11:30;180;1;3.5;Restaurant, Gym, Free Parking, Air Conditioning, Swimming Pool, Wi-Fi;0
